AC Path,Star,Look (deg), El (deg)
.\1st_photo\ACA536-with alt error-ph1.csv,Pi-1 Ursae Maj,-32.15628128,20.47018125
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Pollux,-2.437936228,-2.898994929
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Castor,-3.301111762,1.523240735
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Alhena,16.80671216,0.007007848
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Castor B,-3.301809046,1.522869123
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Tejat,14.46910343,6.642169406
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Mebsuta,9.32058499,4.744070827
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Propus,15.68358487,8.068171822
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Alzirr,18.19300697,-3.696301158
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Wasat,5.867871642,-3.426068995
.\2nd_photo\ACA536-notsmoothed-ph2.csv,kappa-Gem,0.120643926,-5.485797849
.\2nd_photo\ACA536-notsmoothed-ph2.csv,lambda-Gem,10.05913528,-6.951182127
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Theta-Gem,1.408844886,9.219832457
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Iota-Gem,0.902883269,-0.13738966
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Mekbuda,9.497702604,-1.764161779
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Upsilon-Gem,-0.130665063,-2.344749644
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Nu-Gem,15.31096353,4.083064397
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Rho-Gem,-2.3786855,2.243256135
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Sigma-Gem,-2.676622254,-1.965145686
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Tau-Gem,1.451954959,3.84410266
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Jishui,-5.827663634,2.867290256
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Chi-Gem,-5.366268391,-5.673375798
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Phi-Gem,-2.986155765,-5.040636077
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Pi-Gem,-6.343780959,0.845666466
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Omega-Gem,7.137368354,1.041339667
.\2nd_photo\ACA536-notsmoothed-ph2.csv,alpha-Lyn,-22.98805917,-9.216478114
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Gaia,-23.90582242,-7.09149381
.\2nd_photo\ACA536-notsmoothed-ph2.csv,HD 77912,-21.06084973,-7.127514214
.\2nd_photo\ACA536-notsmoothed-ph2.csv,10 Ursae Maj,-23.14913806,-1.038947456
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Alsciaukat,-18.05623066,3.915504863
.\2nd_photo\ACA536-notsmoothed-ph2.csv,21 Lyncis,-14.56916666,14.78675219
.\2nd_photo\ACA536-notsmoothed-ph2.csv,15 Lyncis,-18.9406453,24.08703919
.\2nd_photo\ACA536-notsmoothed-ph2.csv,2 Lyncis,-16.47502541,28.48285597
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Capella,2.038455697,31.07138563
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Menkalinan,-1.124507931,24.03063269
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Mahasim,5.755915509,19.66288193
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Hassaleh,17.08715745,28.22051321
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Almaaz,5.687009837,32.44819334
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Haedus,7.950569712,30.53033254
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Saclateni,8.52512985,31.12960043
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Delta Aurigae,-10.08277755,28.81797233
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Nu Aurigae,5.033747347,22.09338652
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Pi Aurigae,-2.080803168,24.50368465
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Kappa Aurigae,10.10646379,12.40234903
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Tau Aurigae,5.273575005,22.48487024
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Lambda Aurigae,7.766537655,27.88554197
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Chi Aurigae,13.53332569,21.36003876
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Upsilon Aurigae,6.72822501,21.13283708
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Psi 2 Aurigae,-3.487449481,16.76586955
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Mu Aurigae,9.974897045,28.03929222
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Psi 1 Aurigae,-7.667790879,22.85309876
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Omega Aurigae,12.13104162,30.17442988
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Xi Aurigae,-11.16227131,30.07876812
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Psi 7 Aurigae,-4.327639154,14.68246772
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Sigma Aurigae,9.764268548,25.575636
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Psi 4 Aurigae,-5.593160027,17.51251824
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Phi Aurigae,12.11161645,23.50826001
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Psi 6 Aurigae,-9.624339554,19.5621014
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Rho Aurigae,5.803678618,28.28978212
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Psi 5 Aurigae,-5.260377232,16.40479617
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Psi 3 Aurigae,-1.336069526,15.20980946
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Omicron Aurigae,-4.480888919,28.50930005
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Psi 9 Aurigae,-8.578843813,16.80827655
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Psi 8 Aurigae,-2.197866035,12.07255912
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Alioth,-61.82441499,6.805539964
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Dubhe,-47.17026356,11.64506511
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Alkaid,-71.67451603,3.173806481
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Mizar,-66.21152133,7.042953989
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Merak,-46.21600841,6.354257785
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Phecda,-53.54919634,3.340516391
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Psi-Ursae Maj,-46.03012835,-5.592061727
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Tania Australis,-36.92407473,-6.927721605
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Talitha,-25.84913057,4.739868518
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Theta-Ursae Maj,-32.35510233,5.484529559
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Megrez,-56.35701358,6.906248277
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Muscida,-29.36604003,17.62741042
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Tania Borealis,-36.37043252,-5.303670624
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Alula Borealis,-46.68774554,-17.10564495
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Alkaphrah,-26.05670036,3.601656747
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Taiyangshou,-52.48920174,-2.60732779
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Upsilon-Ursae Maj,-37.63896392,11.26899385
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Mizar B,-66.21449508,7.040247093
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Alula Australis,-46.48840973,-18.66038042
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Phi-Ursae Maj,-35.97258037,6.572205664
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Pi-2 Ursae Maj,-32.59429333,19.86314457
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Omega-Ursae Maj,-43.03680868,-6.512355355
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Tau-Ursae Maj,-35.1318876,17.36309804
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Rho-Ursae Maj,-36.5701268,21.34349915
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Sigma-2 Ursae Maj,-36.98825646,20.52967899
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Xi-Ursae Maj B,-46.48808004,-18.6605383
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Sigma-1 Ursae Maj,-36.6674681,20.40370053
.\2nd_photo\ACA536-notsmoothed-ph2.csv,Pi-1 Ursae Maj,-32.93174789,20.48903789
.\2nd_photo\ACA536-ph2.csv,Pollux,-1.594970401,-2.867026868
.\2nd_photo\ACA536-ph2.csv,Castor,-2.458662405,1.555106914
.\2nd_photo\ACA536-ph2.csv,Alhena,17.64935141,0.039338558
.\2nd_photo\ACA536-ph2.csv,Castor B,-2.459359654,1.554735217
.\2nd_photo\ACA536-ph2.csv,Tejat,15.31209798,6.674651891
.\2nd_photo\ACA536-ph2.csv,Mebsuta,10.16323341,4.776696743
.\2nd_photo\ACA536-ph2.csv,Propus,16.52675452,8.100582174
.\2nd_photo\ACA536-ph2.csv,Alzirr,19.03531244,-3.664085886
.\2nd_photo\ACA536-ph2.csv,Wasat,6.710618374,-3.393494386
.\2nd_photo\ACA536-ph2.csv,kappa-Gem,0.96376845,-5.45357059
.\2nd_photo\ACA536-ph2.csv,lambda-Gem,10.90170562,-6.918560614
.\2nd_photo\ACA536-ph2.csv,Theta-Gem,2.250773231,9.252165874
.\2nd_photo\ACA536-ph2.csv,Iota-Gem,1.745530576,-0.105095984
.\2nd_photo\ACA536-ph2.csv,Mekbuda,10.34033299,-1.731536425
.\2nd_photo\ACA536-ph2.csv,Upsilon-Gem,0.712184999,-2.312545018
.\2nd_photo\ACA536-ph2.csv,Nu-Gem,16.1538544,4.115498438
.\2nd_photo\ACA536-ph2.csv,Rho-Gem,-1.536303953,2.275230888
.\2nd_photo\ACA536-ph2.csv,Sigma-Gem,-1.833758354,-1.93320507
.\2nd_photo\ACA536-ph2.csv,Tau-Gem,2.294299822,3.876439365
.\2nd_photo\ACA536-ph2.csv,Jishui,-4.985449144,2.898816819
.\2nd_photo\ACA536-ph2.csv,Chi-Gem,-4.522824074,-5.641782534
.\2nd_photo\ACA536-ph2.csv,Phi-Gem,-2.142918171,-5.008731847
.\2nd_photo\ACA536-ph2.csv,Pi-Gem,-5.501274029,0.877116116
.\2nd_photo\ACA536-ph2.csv,Omega-Gem,7.979985308,1.073946906
.\2nd_photo\ACA536-ph2.csv,alpha-Lyn,-22.14261464,-9.188832655
.\2nd_photo\ACA536-ph2.csv,Gaia,-23.06097895,-7.064129509
.\2nd_photo\ACA536-ph2.csv,HD 77912,-20.21616727,-7.099301825
.\2nd_photo\ACA536-ph2.csv,10 Ursae Maj,-22.30618915,-1.011351195
.\2nd_photo\ACA536-ph2.csv,Alsciaukat,-17.21461587,3.944537011
.\2nd_photo\ACA536-ph2.csv,21 Lyncis,-13.72998907,14.81663574
.\2nd_photo\ACA536-ph2.csv,15 Lyncis,-18.10486757,24.11583733
.\2nd_photo\ACA536-ph2.csv,2 Lyncis,-15.64003265,28.51228702
.\2nd_photo\ACA536-ph2.csv,Capella,2.878677867,31.10376496
.\2nd_photo\ACA536-ph2.csv,Menkalinan,-0.284452365,24.06274165
.\2nd_photo\ACA536-ph2.csv,Mahasim,6.59787433,19.69545288
.\2nd_photo\ACA536-ph2.csv,Hassaleh,17.93223291,28.25282199
.\2nd_photo\ACA536-ph2.csv,Almaaz,6.528415054,32.48076197
.\2nd_photo\ACA536-ph2.csv,Haedus,8.792824295,30.56295227
.\2nd_photo\ACA536-ph2.csv,Saclateni,9.367572958,31.16222503
.\2nd_photo\ACA536-ph2.csv,Delta Aurigae,-9.246039675,28.84878829
.\2nd_photo\ACA536-ph2.csv,Nu Aurigae,5.875447178,22.12593096
.\2nd_photo\ACA536-ph2.csv,Pi Aurigae,-1.241049208,24.53569255
.\2nd_photo\ACA536-ph2.csv,Kappa Aurigae,10.94922874,12.43497007
.\2nd_photo\ACA536-ph2.csv,Tau Aurigae,6.115312854,22.51742406
.\2nd_photo\ACA536-ph2.csv,Lambda Aurigae,8.608776095,27.91815945
.\2nd_photo\ACA536-ph2.csv,Chi Aurigae,14.37695268,21.39256685
.\2nd_photo\ACA536-ph2.csv,Upsilon Aurigae,7.570342338,21.16543554
.\2nd_photo\ACA536-ph2.csv,Psi 2 Aurigae,-2.646954717,16.79771267
.\2nd_photo\ACA536-ph2.csv,Mu Aurigae,10.81780315,28.07191451
.\2nd_photo\ACA536-ph2.csv,Psi 1 Aurigae,-6.829121444,22.88433908
.\2nd_photo\ACA536-ph2.csv,Omega Aurigae,12.97468632,30.2070101
.\2nd_photo\ACA536-ph2.csv,Xi Aurigae,-10.32617997,30.10937665
.\2nd_photo\ACA536-ph2.csv,Psi 7 Aurigae,-3.486987734,14.71420324
.\2nd_photo\ACA536-ph2.csv,Sigma Aurigae,10.60708998,25.60825992
.\2nd_photo\ACA536-ph2.csv,Psi 4 Aurigae,-4.753134727,17.54407876
.\2nd_photo\ACA536-ph2.csv,Phi Aurigae,12.95500273,23.54084082
.\2nd_photo\ACA536-ph2.csv,Psi 6 Aurigae,-8.785425314,19.59300232
.\2nd_photo\ACA536-ph2.csv,Rho Aurigae,6.645308666,28.32235464
.\2nd_photo\ACA536-ph2.csv,Psi 5 Aurigae,-4.420123052,16.4364042
.\2nd_photo\ACA536-ph2.csv,Psi 3 Aurigae,-0.495039161,15.24189689
.\2nd_photo\ACA536-ph2.csv,Omicron Aurigae,-3.642413072,28.54101506
.\2nd_photo\ACA536-ph2.csv,Psi 9 Aurigae,-7.739200804,16.83936341
.\2nd_photo\ACA536-ph2.csv,Psi 8 Aurigae,-1.356596372,12.10455412
.\2nd_photo\ACA536-ph2.csv,Alioth,-60.98546007,6.816207166
.\2nd_photo\ACA536-ph2.csv,Dubhe,-46.33322215,11.66318513
.\2nd_photo\ACA536-ph2.csv,Alkaid,-70.83366571,3.179042319
.\2nd_photo\ACA536-ph2.csv,Mizar,-65.37278511,7.051231311
.\2nd_photo\ACA536-ph2.csv,Merak,-45.37636265,6.372827758
.\2nd_photo\ACA536-ph2.csv,Phecda,-52.708254,3.35551078
.\2nd_photo\ACA536-ph2.csv,Psi-Ursae Maj,-45.18487473,-5.573403513
.\2nd_photo\ACA536-ph2.csv,Tania Australis,-36.07858975,-6.905062677
.\2nd_photo\ACA536-ph2.csv,Talitha,-25.00804681,4.766613982
.\2nd_photo\ACA536-ph2.csv,Theta-Ursae Maj,-31.51454305,5.508985491
.\2nd_photo\ACA536-ph2.csv,Megrez,-55.51797419,6.919804729
.\2nd_photo\ACA536-ph2.csv,Muscida,-28.52985524,17.65295842
.\2nd_photo\ACA536-ph2.csv,Tania Borealis,-35.52564099,-5.280786069
.\2nd_photo\ACA536-ph2.csv,Alula Borealis,-45.83681099,-17.08729382
.\2nd_photo\ACA536-ph2.csv,Alkaphrah,-25.21524949,3.628334402
.\2nd_photo\ACA536-ph2.csv,Taiyangshou,-51.64526151,-2.591799171
.\2nd_photo\ACA536-ph2.csv,Upsilon-Ursae Maj,-36.80106494,11.29135655
.\2nd_photo\ACA536-ph2.csv,Mizar B,-65.3757574,7.048522777
.\2nd_photo\ACA536-ph2.csv,Alula Australis,-45.63668866,-18.64193536
.\2nd_photo\ACA536-ph2.csv,Phi-Ursae Maj,-35.13260853,6.595250168
.\2nd_photo\ACA536-ph2.csv,Pi-2 Ursae Maj,-31.75950016,19.88750904
.\2nd_photo\ACA536-ph2.csv,Omega-Ursae Maj,-42.19123589,-6.492324897
.\2nd_photo\ACA536-ph2.csv,Tau-Ursae Maj,-34.29637047,17.38647805
.\2nd_photo\ACA536-ph2.csv,Rho-Ursae Maj,-35.73661351,21.36630023
.\2nd_photo\ACA536-ph2.csv,Sigma-2 Ursae Maj,-36.15442517,20.55230922
.\2nd_photo\ACA536-ph2.csv,Xi-Ursae Maj B,-45.63635892,-18.64209308
.\2nd_photo\ACA536-ph2.csv,Sigma-1 Ursae Maj,-35.83353065,20.42646201
.\2nd_photo\ACA536-ph2.csv,Pi-1 Ursae Maj,-32.09727732,20.51327408
.\2nd_photo\ACA536-with alt error-ph2.csv,Pollux,-1.594957032,-2.867026868
.\2nd_photo\ACA536-with alt error-ph2.csv,Castor,-2.458649036,1.555106914
.\2nd_photo\ACA536-with alt error-ph2.csv,Alhena,17.64936478,0.039338558
.\2nd_photo\ACA536-with alt error-ph2.csv,Castor B,-2.459346285,1.554735217
.\2nd_photo\ACA536-with alt error-ph2.csv,Tejat,15.31211135,6.674651891
.\2nd_photo\ACA536-with alt error-ph2.csv,Mebsuta,10.16324678,4.776696743
.\2nd_photo\ACA536-with alt error-ph2.csv,Propus,16.52676789,8.100582174
.\2nd_photo\ACA536-with alt error-ph2.csv,Alzirr,19.03532581,-3.664085886
.\2nd_photo\ACA536-with alt error-ph2.csv,Wasat,6.710631743,-3.393494386
.\2nd_photo\ACA536-with alt error-ph2.csv,kappa-Gem,0.963781818,-5.45357059
.\2nd_photo\ACA536-with alt error-ph2.csv,lambda-Gem,10.90171899,-6.918560614
.\2nd_photo\ACA536-with alt error-ph2.csv,Theta-Gem,2.2507866,9.252165874
.\2nd_photo\ACA536-with alt error-ph2.csv,Iota-Gem,1.745543945,-0.105095984
.\2nd_photo\ACA536-with alt error-ph2.csv,Mekbuda,10.34034636,-1.731536425
.\2nd_photo\ACA536-with alt error-ph2.csv,Upsilon-Gem,0.712198368,-2.312545018
.\2nd_photo\ACA536-with alt error-ph2.csv,Nu-Gem,16.15386777,4.115498438
.\2nd_photo\ACA536-with alt error-ph2.csv,Rho-Gem,-1.536290584,2.275230888
.\2nd_photo\ACA536-with alt error-ph2.csv,Sigma-Gem,-1.833744985,-1.93320507
.\2nd_photo\ACA536-with alt error-ph2.csv,Tau-Gem,2.294313191,3.876439365
.\2nd_photo\ACA536-with alt error-ph2.csv,Jishui,-4.985435775,2.898816819
.\2nd_photo\ACA536-with alt error-ph2.csv,Chi-Gem,-4.522810705,-5.641782534
.\2nd_photo\ACA536-with alt error-ph2.csv,Phi-Gem,-2.142904802,-5.008731847
.\2nd_photo\ACA536-with alt error-ph2.csv,Pi-Gem,-5.50126066,0.877116116
.\2nd_photo\ACA536-with alt error-ph2.csv,Omega-Gem,7.979998677,1.073946906
.\2nd_photo\ACA536-with alt error-ph2.csv,alpha-Lyn,-22.14260127,-9.188832655
.\2nd_photo\ACA536-with alt error-ph2.csv,Gaia,-23.06096558,-7.064129509
.\2nd_photo\ACA536-with alt error-ph2.csv,HD 77912,-20.2161539,-7.099301825
.\2nd_photo\ACA536-with alt error-ph2.csv,10 Ursae Maj,-22.30617578,-1.011351195
.\2nd_photo\ACA536-with alt error-ph2.csv,Alsciaukat,-17.2146025,3.944537011
.\2nd_photo\ACA536-with alt error-ph2.csv,21 Lyncis,-13.7299757,14.81663574
.\2nd_photo\ACA536-with alt error-ph2.csv,15 Lyncis,-18.1048542,24.11583733
.\2nd_photo\ACA536-with alt error-ph2.csv,2 Lyncis,-15.64001928,28.51228702
.\2nd_photo\ACA536-with alt error-ph2.csv,Capella,2.878691236,31.10376496
.\2nd_photo\ACA536-with alt error-ph2.csv,Menkalinan,-0.284438996,24.06274165
.\2nd_photo\ACA536-with alt error-ph2.csv,Mahasim,6.597887699,19.69545288
.\2nd_photo\ACA536-with alt error-ph2.csv,Hassaleh,17.93224628,28.25282199
.\2nd_photo\ACA536-with alt error-ph2.csv,Almaaz,6.528428423,32.48076197
.\2nd_photo\ACA536-with alt error-ph2.csv,Haedus,8.792837664,30.56295227
.\2nd_photo\ACA536-with alt error-ph2.csv,Saclateni,9.367586327,31.16222503
.\2nd_photo\ACA536-with alt error-ph2.csv,Delta Aurigae,-9.246026306,28.84878829
.\2nd_photo\ACA536-with alt error-ph2.csv,Nu Aurigae,5.875460547,22.12593096
.\2nd_photo\ACA536-with alt error-ph2.csv,Pi Aurigae,-1.241035839,24.53569255
.\2nd_photo\ACA536-with alt error-ph2.csv,Kappa Aurigae,10.94924211,12.43497007
.\2nd_photo\ACA536-with alt error-ph2.csv,Tau Aurigae,6.115326223,22.51742406
.\2nd_photo\ACA536-with alt error-ph2.csv,Lambda Aurigae,8.608789463,27.91815945
.\2nd_photo\ACA536-with alt error-ph2.csv,Chi Aurigae,14.37696605,21.39256685
.\2nd_photo\ACA536-with alt error-ph2.csv,Upsilon Aurigae,7.570355707,21.16543554
.\2nd_photo\ACA536-with alt error-ph2.csv,Psi 2 Aurigae,-2.646941348,16.79771267
.\2nd_photo\ACA536-with alt error-ph2.csv,Mu Aurigae,10.81781651,28.07191451
.\2nd_photo\ACA536-with alt error-ph2.csv,Psi 1 Aurigae,-6.829108075,22.88433908
.\2nd_photo\ACA536-with alt error-ph2.csv,Omega Aurigae,12.97469969,30.2070101
.\2nd_photo\ACA536-with alt error-ph2.csv,Xi Aurigae,-10.3261666,30.10937665
.\2nd_photo\ACA536-with alt error-ph2.csv,Psi 7 Aurigae,-3.486974365,14.71420324
.\2nd_photo\ACA536-with alt error-ph2.csv,Sigma Aurigae,10.60710335,25.60825992
.\2nd_photo\ACA536-with alt error-ph2.csv,Psi 4 Aurigae,-4.753121358,17.54407876
.\2nd_photo\ACA536-with alt error-ph2.csv,Phi Aurigae,12.9550161,23.54084082
.\2nd_photo\ACA536-with alt error-ph2.csv,Psi 6 Aurigae,-8.785411945,19.59300232
.\2nd_photo\ACA536-with alt error-ph2.csv,Rho Aurigae,6.645322035,28.32235464
.\2nd_photo\ACA536-with alt error-ph2.csv,Psi 5 Aurigae,-4.420109683,16.4364042
.\2nd_photo\ACA536-with alt error-ph2.csv,Psi 3 Aurigae,-0.495025792,15.24189689
.\2nd_photo\ACA536-with alt error-ph2.csv,Omicron Aurigae,-3.642399703,28.54101506
.\2nd_photo\ACA536-with alt error-ph2.csv,Psi 9 Aurigae,-7.739187435,16.83936341
.\2nd_photo\ACA536-with alt error-ph2.csv,Psi 8 Aurigae,-1.356583003,12.10455412
.\2nd_photo\ACA536-with alt error-ph2.csv,Alioth,-60.9854467,6.816207166
.\2nd_photo\ACA536-with alt error-ph2.csv,Dubhe,-46.33320878,11.66318513
.\2nd_photo\ACA536-with alt error-ph2.csv,Alkaid,-70.83365234,3.179042319
.\2nd_photo\ACA536-with alt error-ph2.csv,Mizar,-65.37277174,7.051231311
.\2nd_photo\ACA536-with alt error-ph2.csv,Merak,-45.37634928,6.372827758
.\2nd_photo\ACA536-with alt error-ph2.csv,Phecda,-52.70824063,3.35551078
.\2nd_photo\ACA536-with alt error-ph2.csv,Psi-Ursae Maj,-45.18486136,-5.573403513
.\2nd_photo\ACA536-with alt error-ph2.csv,Tania Australis,-36.07857638,-6.905062677
.\2nd_photo\ACA536-with alt error-ph2.csv,Talitha,-25.00803344,4.766613982
.\2nd_photo\ACA536-with alt error-ph2.csv,Theta-Ursae Maj,-31.51452969,5.508985491
.\2nd_photo\ACA536-with alt error-ph2.csv,Megrez,-55.51796082,6.919804729
.\2nd_photo\ACA536-with alt error-ph2.csv,Muscida,-28.52984187,17.65295842
.\2nd_photo\ACA536-with alt error-ph2.csv,Tania Borealis,-35.52562762,-5.280786069
.\2nd_photo\ACA536-with alt error-ph2.csv,Alula Borealis,-45.83679762,-17.08729382
.\2nd_photo\ACA536-with alt error-ph2.csv,Alkaphrah,-25.21523612,3.628334402
.\2nd_photo\ACA536-with alt error-ph2.csv,Taiyangshou,-51.64524814,-2.591799171
.\2nd_photo\ACA536-with alt error-ph2.csv,Upsilon-Ursae Maj,-36.80105157,11.29135655
.\2nd_photo\ACA536-with alt error-ph2.csv,Mizar B,-65.37574404,7.048522777
.\2nd_photo\ACA536-with alt error-ph2.csv,Alula Australis,-45.63667529,-18.64193536
.\2nd_photo\ACA536-with alt error-ph2.csv,Phi-Ursae Maj,-35.13259516,6.595250168
.\2nd_photo\ACA536-with alt error-ph2.csv,Pi-2 Ursae Maj,-31.75948679,19.88750904
.\2nd_photo\ACA536-with alt error-ph2.csv,Omega-Ursae Maj,-42.19122252,-6.492324897
.\2nd_photo\ACA536-with alt error-ph2.csv,Tau-Ursae Maj,-34.29635711,17.38647805
.\2nd_photo\ACA536-with alt error-ph2.csv,Rho-Ursae Maj,-35.73660014,21.36630023
.\2nd_photo\ACA536-with alt error-ph2.csv,Sigma-2 Ursae Maj,-36.1544118,20.55230922
.\2nd_photo\ACA536-with alt error-ph2.csv,Xi-Ursae Maj B,-45.63634555,-18.64209308
.\2nd_photo\ACA536-with alt error-ph2.csv,Sigma-1 Ursae Maj,-35.83351728,20.42646201
.\2nd_photo\ACA536-with alt error-ph2.csv,Pi-1 Ursae Maj,-32.09726395,20.51327408
